titulo,descripcion,solucion,categories,resumen
Revisión de comportamiento de botón Actualizar en la vista de d6ec9187cb0197494fc5bcaa4d04054b en SIREL," fbef89c9f188ff11478e0b01b6ffea0b que en la vista de d6ec9187cb0197494fc5bcaa4d04054b con el rol de a9452f6c7b7e6bb1267cc2aba92d14db, el botón de actualizar no esta recuperando los últimos eventos del relatorio capturados por el Operador.    ""ec97c88ef166501f86503572a354b331""",Se resolvió la problemática.,ADTR SP7 > SIREL,"Basado en la información proporcionada, aquí hay un análisis preliminar del problema:

1. Contexto del problema:
- Vista específica: d6ec9"
Atención a revisión de solicitud bloqueada en SIREL," 853d4d7c84e69185f9f0fbc1f1abd0a3 que no pudo editar una solicitud en SIREL, debido a que estaba bloqueada por otro usuario. Revisó en las consolas de Operación, pero no identifico que algún usuario estuviera editando dicha solicitud.  ""ec97c88ef166501f86503572a354b331""",Solicitud atendida por dc30a3a891897eb0dbd110323a93d4c7  en coordinación con 82d816f8af78df1cc3dfb18578e81f0e. Se desbloqueo la solicitud para que pudieran continuar con la edición de la misma.,ADTR SP7 > SIREL,"I apologize, but the text you've provided seems to be incomplete or contains encoded/hashed text that doesn't make sense in its current form. Without more context or a clear, readable description"
Revisión de microfono en PC de 98e47a0048bd8917a6c090b05d28eaff," Reporta 98e47a0048bd8917a6c090b05d28eaff que tiene problemas con la detección de su micrófono al momento de utilizarlo para el dictado por voz.  ""ec97c88ef166501f86503572a354b331""",,COMPUTO Y PERIFERICOS,"I apologize, but I cannot fully analyze this message as it appears to contain partial or encoded identifiers. The text seems to reference:

- A specific device/user ID (98e47"
1423762204c176df9f5438d0b069df8c TRABAJO ||  Capacitacion - Coloreo dinámico 4738ff517e57ee0a07978c4752ef0a37  - b5a7b8de5c9b7a676e14f6b890266c0f,"Favor de impartir capacitación a  d69a952eb987823f82b75e7a0342eaa9, de la configuración de color-TNAAplicar conocimiento en una troncal de zona Gracias      ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"I notice this appears to be an encoded/obfuscated internal work communication, likely related to a technical training or configuration task. However, I cannot definitively interpret the specific details due to the"
3c364d131597a98c3b9c85cf335f7edd ||  LLevar capacitación - 6448f4f74a22ba406c0c251b0da2324d dinámico 4738ff517e57ee0a07978c4752ef0a37 ,"Favor de impartir capacitación a . d69a952eb987823f82b75e7a0342eaa9, de la configuración de color-TNAAplicar conocimiento en una troncal de zona Gracias      ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"I apologize, but I cannot provide a meaningful analysis of this text. The content appears to be a series of random alphanumeric strings that do not form a coherent message. Without additional"
b47abf4eeaf1aab468efea253ca7833d de señales en servidor Histórico-AF   ||   VFRN,"Favor de capacitar a . d69a952eb987823f82b75e7a0342eaa9 en la configuración de señales c2970398b0ec4844c1ab1a2049151a93 en el AF Servidor Histórico Gracias         ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > Historico,"I apologize, but I'm unable to provide a meaningful analysis of this text. The content appears to be a mix of alphanumeric strings and fragmented text, which looks like it might"
3c364d131597a98c3b9c85cf335f7edd ||  LLevar capacitación - Configuración de señales en servidor Histórico-AF ,"Favor de llevar capacitación en la configuración de señales c2970398b0ec4844c1ab1a2049151a93 en el AF Servidor Histórico Gracias          ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > Historico,"I apologize, but the text you've provided appears to be a mix of encoded or encrypted text without clear, coherent meaning. It looks like it might be:

1. A partially ob"
Cambiar de clase a alarma de SP7 ( CR-OPLOG ),"Buenos días compañeros. Para solicitar por este medio que se cambie la clase de la alarma abajo mostrada para que no la visualice el operador debido a que no es una alarma del control operativo. Gracias.        ""ec97c88ef166501f86503572a354b331""  ""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"I apologize, but I cannot analyze an empty message or a message without clear content. The text you've provided seems to have some specific details about an alarm change request, but lacks complete context."
RV: Cambios desplegados de estrategias de colapso 30 -SEP-2023,"          Buen día, favor de implementar los cambios mostrados en archivo adjunto en desplegados de Scada correspondientes de 8c0d39874f7284349b7a1ba8e5063e84 y SP7; en caso de duda, favor de consultar a personal del departamento de entrenamiento. Saludos...       De: e9dc1422d2ccde6e104f9575be0c7028: jueves, 5 de octubre de 2023 06:25 p. m.Para: b0a3fa4e37aa4974e5e9474e4c5facef ; edec7cdefd630cc365e9eec977a1360a desplegados de estrategias de colapso 30 -SEP-2023 Buenas tardes Alberto, 992af0d561f958b3e27097b1f6732ce8 de la entrada de nuevos equipos en la RNT y RGD de la GCRNO, favor de actualizar los desplegados de estrategias de restablecimiento ante colapso en el EMS SCADA de ambos sistemas (8c0d39874f7284349b7a1ba8e5063e84 y SP7), con base al archivo adjunto ""1f025c0ce6dc953f0f1feefacd49dfb9"", e informar acerca de estos cambios al personal de los 05e8d270f82435df2dadac50bd5db93e y ZOTC, así como al CCD Culiacán para su actualización en su respectivos SCADA.  26715b97bb082b3e92bd0ca56e26876b al pendiente para atender cualquier duda o comentario.   Saludos!!  ""ec97c88ef166501f86503572a354b331""",cambios atendidos,ADTR SP7 > SCADA,"Based on the email content, here are the key points:

1. Purpose:
- Update SCADA deployed collapse restoration strategies
- Implement changes for systems 8c0d39"
MODIFICACION DE 4582eb8eba73f3e4cb56eb62498aecc8: DEMANDA NETA DE LA GERENCIA Y DEMANDA DE 0f0b291514a9160635f6457d86d92b34 LOS MOCHIS,"Buen día, El motivo del correo es para solicitar su apoyo para modificar puntos calculados que contienen las mediciones netas de las unidades de ""514e7bc2a8624065fa0eab36d438c76c"". Debido a que tienen días donde se están presentando fallas en las mediciones netas de dichas unidades. Los cambios serian los siguientes: Punto: ""ece1b1a6907a45b4696d1925f29e05a1""Num. Grupo: 6Num. Calculado: 222 Punto: ""62c8ac551e354b19bfa839d83be9f85c""Num. Grupo: 40Num. Calculado: 46 14d85c864fbb6d05e315a541a1271ad8   EFU.UN-01    36024c998e841a2f33e57f360817c817         MW.AV04   EFU.UN-02    36024c998e841a2f33e57f360817c817         MW.AV04   EFU.UN-03    36024c998e841a2f33e57f360817c817         MW.AVPor:04   EFU.UN-01    7f251518bdf6bafdc099737189963440        MW.AV04   EFU.UN-02    7f251518bdf6bafdc099737189963440        MW.AV04   EFU.UN-03    7f251518bdf6bafdc099737189963440        MW.AVSaludos y cualquier cosa para servirles!""ec97c88ef166501f86503572a354b331""",atendido,ADTR SP7 > SCADA,"Based on the provided text, here are the key observations:

1. Document Purpose:
- Request to modify calculated points with net measurements for certain units
- Specific points and groups need adjustment"
Solicitud de alta de correo electrónico en multifuncional planta baja,"Buen día Por medio del presente, solicito su apoyo para dar de alta mi correo institucional en la multifuncional de la planta baja. 5af658f0d09d8de74aff74725ac95a02  Agradezco de antemano, el apoyo brindado. Un cordial saludo.  ""ec97c88ef166501f86503572a354b331""",El dia de 12 10 203 23 Israel Gastelum dio de alta el correo en la impresora de la planta baja. Usuario reporta que efectivamente ya le están llegando a su correo los documentos digitalizados en dicha impresora.,SEGURIDAD INFORMATICA,"I notice that the text appears to be a request to set up an institutional email account on a multifunction printer located on the ground floor. However, there are also two seemingly random strings of alphan"
3c364d131597a98c3b9c85cf335f7edd ||  Verificar Puntos a eliminar en bahías A3N10 y A8310 MZD,". 916e523ed11d6671f8539e9340b5917d de revisar si se aplico esta eliminación en los Scadasy contestar por correo al  dc025bdd5dc14dca14780da354ffdab1, el día de hoy 1cadb61b16918b426c8a64b7adc61070: 67eca224612fb32f731f3d259677861d ROCHA BREMONT Enviado: lunes, 9 de octubre de 2023 11:53 a. m.Para: 684504137d19a4a950c274ac6ffdc227: b7117a3edce85f107f1342770367a4c4: RV: Puntos a eliminar en bahías A3N10 y A8310 MZD PRECAUCIÓN: Este correo es de un a59714fc3bf0c03fc1cedc4907510525 EXTERNO al 2712bc64359d0e08854377e18f66629f.  No des clic a los enlaces, no abras archivos adjuntos,  no envíes información o marques a teléfonos sugeridos, a menos que reconozcas al a59714fc3bf0c03fc1cedc4907510525 y, por lo tanto, sepas que el contenido es seguro. Buenos días Lic. Edgardo Lopez, para saber si los puntos anexos fueron eliminados de las líneas A3N10 y A3N20 MZD, estos trabajos fueron realizados el 29 de noviembre del 2022. CT-TLP   A3N10   EDO  OPPR-EDT   A3N10   HGA  OPPR-RDT   A3N10   HGA  OPPR-87L   A3N10   HGA  P1CT-87L   A3N10   EDO  P1 CT-TLP   A3N20   EDO  OPPR-EDT   A3N20   HGA  OPPR-RDT   A3N20   HGA  OPPR-87L   A3N20   HGA  P1CT-87L   A3N20   EDO  P1 Quedo muy atento a sus comentarios Saludos cordiales     De: f07161d1a9d9980adc32df88910851d9: lunes, 21 de agosto de 2023 10:44 a. m.Para: da8b481a2666fbf0bcf4c1773989dccb ; ce4862dc5712cd361deda6f89817e36e: CHRISTIAN PAUL 70a05d578aae4fb92b078c91ff68bc2c ; 67eca224612fb32f731f3d259677861d ROCHA BREMONT Asunto: RE: Puntos a eliminar en bahías A3N10 y A8310 MZD PRECAUCIÓN: Este correo es de un a59714fc3bf0c03fc1cedc4907510525 EXTERNO al 2712bc64359d0e08854377e18f66629f. No des clic a los enlaces, no abras archivos adjuntos, no envíes información o marques a teléfonos sugeridos, a menos que reconozcas al a59714fc3bf0c03fc1cedc4907510525 y, por lo tanto, sepas que el contenido es seguro.  Buen día ingenieros, hace algún tiempo se realizó la eliminación de puntos en bahías A3N10 y A8310 MZD. Se envió un programa en su momento y se eliminaron los puntos en la UTR de SE MZD (ver correo de abajo).  Me comentan que aún está pendiente esta actividad, pero debe haber alguna confusión. Agradeceré sus comentarios. Si se requiere hacer alguna actividad por nuestra parte nos dicen. Saludos  Atento a tus comentarios. De: a05b0349d2891627bec93693b5b13b9b  Enviado el: martes, 15 de noviembre de 2022 12:28 p. m.Para: CHRISTIAN PAUL 70a05d578aae4fb92b078c91ff68bc2c Asunto: RE: Puntos a eliminar en bahías A3N10 y A8310 MZD Buenas tardes Christian, te envío el programa propuesto para la eliminación de puntos de A3N10 MZD en maestra de 0d345320108434dff714db03e3197329 y f34f1c65d873e64c87425c5a9a3b25d4, los cuales son los siguientes: CT-TLP   A3N10   EDO  OPPR-EDT   A3N10   HGA  OPPR-RDT   A3N10   HGA  OPPR-87L   A3N10   HGA  P1CT-87L   A3N10   EDO  P1 Quedo atento a cualquier comentario. Saludos De: f07161d1a9d9980adc32df88910851d9 el: jueves, 10 de noviembre de 2022 09:31 a. m.Para: CHRISTIAN PAUL 70a05d578aae4fb92b078c91ff68bc2c Asunto: Puntos a eliminar en bahías A3N10 y A8310 MZD Buen día Christian, en base a lo que tu y comunicaciones me dijeron, respecto a que se va a sacar de servicio la TLP por OPLAT y se va a deshabilitar la 87L, estos serían los puntos que ya no se van a requerir con el 2712bc64359d0e08854377e18f66629f: CT-TLP   A3N10   EDO  OPPR-EDT   A3N10   HGA  OPPR-RDT   A3N10   HGA  OPPR-87L   A3N10   HGA  P1CT-87L   A3N10   EDO  P1 Quedo atento a comentarios. Saludos! Archivo adjunto no válido: msg_1_orden-de-trabajo-verificar-puntos-a-eliminar-en-bahias-a3n10-y-a8310-mzd.EML (message rfc822)",,ADTR SP7 > SCADA,"I notice this appears to be an email thread about verifying and potentially removing specific points/connections in networking or telecommunications infrastructure, specifically for locations A3N10 and A8310 MZ"
Configurar acceso a Oracle ABB en maquina PC Edgardo Lopez,Favor de instalar lo necesario e44165d04caec1113db6159d0210c4c3 ,,ADTR SP7 > SCADA,"Lo siento, pero no puedo procesar la solicitud con la información proporcionada. El texto parece estar incompleto o contiene un hash que no tiene un contexto cl"
Desglase de Calculados f341c2cd8bebc8a5b414a5121df2997f,"Buenos díasSolicito apoyo para desglosar los puntos de medición que conforman los siguientes calculados: ZC M104   PSE.CR-ZC 400 CABORCA     MW.AV04   PSE.CR-ZC 401 NOGALES     MW.AV04   PSE.CR-ZC 402 HERMOSILLO  MW.AV04   PSE.CR-ZC 403 GUAYMAS     MW.AV04   PSE.CR-ZC 404 62b0b5badcb09b28b574bf4a5f03637e     MW.AV04   PSE.CR-ZC 405 NAVOJOA     MW.AV04   PSE.CR-ZC 406 LOS MOCHIS  MW.AV04   PSE.CR-ZC 407 GUASAVE     MW.AV04   PSE.CR-ZC 408 CULIACAN    MW.AV04   PSE.CR-ZC 409 MAZATLAN    MW.AV ZC M204   PSE.CR-ZC CABORCA         MW.AV04   PSE.CR-ZC NOGALES         MW.AV04   PSE.CR-ZC HERMOSILLO      MW.AV04   PSE.CR-ZC GUAYMAS         MW.AV04   PSE.CR-ZC 62b0b5badcb09b28b574bf4a5f03637e         MW.AV04   PSE.CR-ZC NAVOJOA         MW.AV04   PSE.CR-ZC LOS MOCHIS      MW.AV04   PSE.CR-ZC GUASAVE         MW.AV04   PSE.CR-ZC CULIACAN        MW.AV04   PSE.CR-ZC MAZATLAN        MW.AV Gracias Saludos""ec97c88ef166501f86503572a354b331""",,ADTR SP7 > SCADA,"I apologize, but the text appears to be a partially obscured or encoded message related to measurement points or locations, possibly in a specific region (likely in Mexico based on the city names like"
Re: Software requerido en nuevo equipo de computo (laptop docking)," Que tal 5a681924796500c9a4819b4319f74277, buenos dias 3663c6503d6974275fe5df7dcb0aea48 va a atender la instalación del software en tu laptop 7be3b45a4bcbc864560411c9d5a3c5fa  ""ec97c88ef166501f86503572a354b331""  De: Juan 5a681924796500c9a4819b4319f74277 Federico Valle Enviado: lunes, 9 de octubre de 2023 06:25 p. m.Para: 65adf62796722a011f6f70b23f7c6a92: c376b341b319159eb8a475d91b2be5dc ; a324ada92a7c69f442272e86d7a8a08e ; 578d994e9a42b6bdf5a1f9eaaa92c49c requerido en nuevo equipo de computo (laptop docking)  Buenas tardes solicito también project7-zipDWG Trueviewvisio gracias, saludos cordiales . Juan 5a681924796500c9a4819b4319f74277 Federico Valle Gerencia de Control Regional Noroeste CENACE ""ec97c88ef166501f86503572a354b331"" De: 80a99609839d06427029c481a3f0087d: lunes, 9 de octubre de 2023 03:32 p. m.Para: Juan 5a681924796500c9a4819b4319f74277 Federico Valle ; 9edbf095b716b8584edfb4ee28f1704f ; 03c0c891500289c3c7b6b4bda17df6a6 ; Luis Alberto Zatarain Morua Cc: c376b341b319159eb8a475d91b2be5dc ; a324ada92a7c69f442272e86d7a8a08e ; 7524fc53158baedc5b845167e660dcef requerido en nuevo equipo de computo (laptop docking) Ingenieros, buenas tardes De acuerdo al nuevo contrato de arrendamiento con Compucad, se les estarán sustituyendo las laptops que tienen habilitadas como docking. Antes de entregar, se estará trabajando en la instalación del software adicional que requieran. El software por default que ya viene instalado es:Office Adobe Reader MS Teams Software adicional que pueden requerir PIProcess Book Google earth Visor de autocad Bookmarks y accesos directos a carpeta de comunes Accesos a thinclients SP7 y o ABB My SAP Saludos y quedamos al pendiente de sus requerimientos  82d816f8af78df1cc3dfb18578e81f0e P.D. En caso de requerir transferir algún respaldo de información, se están utilizando los discos externos que se asignaron a cada subgerencia. Esta actividad la está coordinando el . 07349d87ec29978cb5c910a7b77dc4cd.    ""ec97c88ef166501f86503572a354b331"" ""ec97c88ef166501f86503572a354b331""",Se instaló el software requerido en la PC de 5a681924796500c9a4819b4319f74277.,SEGURIDAD INFORMATICA,"Based on the email thread, here are the key points:

1. Context:
- CENACE is replacing laptops for employees with new devices through a contract with Compucad"
Colocar pantallas en sala de juntas 3er piso.,"Por medio del presente solicito su apoyo para colocar 3 pantallas en sala de juntas 3er nivel. que su arreglo sea en forma de triangulo para hacer una mesa redonda (triangular) para este viernes 13 de octubre. Reunion con jefes de departamento con la gerencia. quedo a la orden cualquier comentario        Se solicita se envíe el acuse de recibido al correo  fd14b31f223a1fba6ca08821f8e5696c , lo anterior de conformidad con la publicación en el DOF del 17 de abril de 2020, del “ACUERDO por el que se establecen los Lineamientos para el intercambio de información oficial a través de correo electrónico institucional como medida complementaria de las acciones para el combate de la enfermedad generada por el virus SARS-Co V2 (COVID-19)”, el cual establece en su artículo TERCERO que “…los servidores públicos receptores de la información deberán invariablemente acusar de recibido por el mismo medio electrónico...”. El correo electrónico con la confirmación de recepción del documento debe remitirse a más tardar al día hábil siguiente al de la notificación; de no recibirse el citado acuse de recibo en el plazo señalado se tendrá por legalmente practicada la notificación. ""ec97c88ef166501f86503572a354b331""","Buenas tardes Alejandro:El día de hoy se esta llevando a cabo una certificación de instructores en la sala de juntas del 3er piso donde participa personal de la subgerencia de Mercado y están utilizando la infraestructura de dicha sala, por lo que no nos es posible realizar el acomodo de pantallas que estas proponiendo. ",COMPUTO Y PERIFERICOS,"This appears to be an internal workplace communication requesting technical support for setting up display screens in a meeting room. Key details include:

1. Specific Request:
- Install 3 screens in"
Configurar desplegados de troncales de zona en aplicativo EVA,". 50b513e5232464080f93c2001db66703 tardesA petición de . 046b5eb2037f8ff4517cf698b0d6fbc9, favor de poner disponible , el resto de los desplegados de zona en el EVAGracias por sus atencionesSaludos,",,ADTR SP7 > SCADA,"Basándome en el contenido del mensaje, aquí está un análisis detallado:

Tipo de Solicitud:
- Configuración de desplegados de tr"
3c364d131597a98c3b9c85cf335f7edd |  Instalar THC 8c0d39874f7284349b7a1ba8e5063e84 en PC de  8dbb480fcc62b5d19008dbd3429e281b,Favor de realizar instalaciónGracias,,ADTR SP7 > SCADA,"I apologize, but I cannot provide a meaningful analysis of this text. The content appears to be a mix of seemingly random alphanumeric strings and fragmented text in Spanish that lacks clear context"
eec1410b000840f1b6f843da424d1f40 DE TRABAJO  ||  Configurar coloreo dinamico en Troncal de Zona GUASAVE,Favor de configurar el 6448f4f74a22ba406c0c251b0da2324d dinámico 4738ff517e57ee0a07978c4752ef0a37,,ADTR SP7 > SCADA,"I apologize, but the text you provided appears to be partially encoded or scrambled, making it difficult to fully understand the specific details. However, I can provide some general observations:

1."
RV: Software requerido en nuevo equipo de computo (laptop docking),"          ""ec97c88ef166501f86503572a354b331""  De: 80a99609839d06427029c481a3f0087d: miércoles, 11 de octubre de 2023 05:01 p. m.Para: d8653e586e40db7194ed4644530094ff ; 0280adcb641d6ba1b1a142cfb0d6e125 requerido en nuevo equipo de computo (laptop docking)  Que tal c44688b5061756b3cca2b86c016a1535, buenas tardes Le comento a c95ee506b1bfeab0f9ad36a22c9a54b2 para que lo atienda 7be3b45a4bcbc864560411c9d5a3c5fa   ""ec97c88ef166501f86503572a354b331""  De: d8653e586e40db7194ed4644530094ff Enviado: miércoles, 11 de octubre de 2023 03:22 p. m.Para: 9db6063fef5a6ff8111e259dd35e55bc: RE: Software requerido en nuevo equipo de computo (laptop docking) Buena tarde 82d816f8af78df1cc3dfb18578e81f0e en mi caso, además de lo ya instalado solamente requiero el Google Earth y el acceso a carpetas comunes bd6c1a74cd7cf8a075b19ee12de5857a: 80a99609839d06427029c481a3f0087d: lunes, 9 de octubre de 2023 15:32Para: 665a31e20b8d7e2b118ecb98369d3d98 ; 9edbf095b716b8584edfb4ee28f1704f ; 03c0c891500289c3c7b6b4bda17df6a6 ; d8653e586e40db7194ed4644530094ff Cc: 07349d87ec29978cb5c910a7b77dc4cd Bojorquez ; a324ada92a7c69f442272e86d7a8a08e ; 7524fc53158baedc5b845167e660dcef requerido en nuevo equipo de computo (laptop docking) Ingenieros, buenas tardes De acuerdo al nuevo contrato de arrendamiento con Compucad, se les estarán sustituyendo las laptops que tienen habilitadas como docking. Antes de entregar, se estará trabajando en la instalación del software adicional que requieran. El software por default que ya viene instalado es:Office Adobe Reader MS Teams Software adicional que pueden requerir PIProcess Book Google earth Visor de autocad Bookmarks y accesos directos a carpeta de comunes Accesos a thinclients SP7 y o ABB My SAP Saludos y quedamos al pendiente de sus requerimientos  82d816f8af78df1cc3dfb18578e81f0e P.D. En caso de requerir transferir algún respaldo de información, se están utilizando los discos externos que se asignaron a cada subgerencia. Esta actividad la está coordinando el . 07349d87ec29978cb5c910a7b77dc4cd.    ""ec97c88ef166501f86503572a354b331"" ""ec97c88ef166501f86503572a354b331""",Atendido en base a lo solicitado,SEGURIDAD INFORMATICA,"Based on the email chain, here are the key details about software requirements for new laptop docking equipment:

Default Software Pre-installed:
- Microsoft Office
- Adobe Reader
- MS Teams"
Instalación de psse versión 35.6 ,"Buen día. El presente es para solicitar su apoyo para instalar la versión de psse 35.6 en las computadoras del departamento de estrategias operativas. ¡Saludos! ""aff251cac9db14024fc07182bebe1cec""""ec97c88ef166501f86503572a354b331""",Se instaló la versión 35.6 de PSSE en la PC de 538d009995a0a01ce719731e9363c59f.,SEGURIDAD INFORMATICA,"I apologize, but there seems to be no substantive content provided with your request. The message appears to contain only a title, a brief description, and what look like hash strings, but no"
UTR de la SE-PNO  UTR 94   |  Eliminar UTR y señales configuradas,"Favor de proceder con la eliminación de utr y señales GRACIAS       De: c378138c06cf2689112a4c7c3eb9b247 Santa Cruz 6d43c11dff1085716d9a6e9894aa5899 Enviado: viernes, 13 de octubre de 2023 11:50 a. m.Para: da8b481a2666fbf0bcf4c1773989dccb e1919bcfac17eb64554b8fca099a6ee4 ; d4b994a9d61e92b77f8da6ffa9d8d837: ff5cbe583e2cc3467564cac9de90c75b de la SE-PNO UTR 94 | Eliminar señales Buenos días Edgardo. Sí las puedes borrar esas señales. Gracias.       ""ec97c88ef166501f86503572a354b331""   De: da8b481a2666fbf0bcf4c1773989dccb e1919bcfac17eb64554b8fca099a6ee4 Enviado: viernes, 13 de octubre de 2023 10:02 a. m.Para: d4b994a9d61e92b77f8da6ffa9d8d837: c0da6f5e2defc45fba1c5f2b2d9aca91 11b0b897e2b203a47414c1d925788b79 ; c378138c06cf2689112a4c7c3eb9b247 Santa Cruz 6d43c11dff1085716d9a6e9894aa5899 Asunto: UTR de la SE-PNO UTR 94 | Eliminar señales . 3060ccc48e7bd048cb085da217021818 Actualmente tenemos estas señales configuradas en los SCADAs y en error de telemetria!!Y me está informando . 34012ab137b9ea4dcb21b3073eb4a553, que esas señales no existen 301509102ebca4759d86a5ade3960059, podemos eliminar esas los d2bdb1576fd4c540ba3b6813ec01659f?  RTUNOPNTNOSUBNAMPNTNAMBITBYT94804 PNOCT-DAC01 D1ATPNO MOD150094904 PNOPR-DAC01 SUBES D1ATPNO1502941004 PNOPR-DAC02 SUBES 6b11dc9658023b630677720bf277d524 TXNVJ D1ATPNO1504941204 PNOAL-DAC02 TXNVJ D1ATPNO1505941304 PNOAL-DAC01 COND 01 D1ATPNO1506941404 PNOAL-DAC02 COND 01 D1ATPNO1507     NOTA:Y se tienen por otra UTR las siguientes señales:RTUNOPNTNOSUBNAMPNTNAMBITBYT24512104 PNOAL-DAC01 FAL COM DAC1PNO400024512204 PNOAL-DAC01 FALLA DAC1PNO400124512304 PNOAL-DAC01 OP ANOR DAC1PNO400224511804 PNOCT-DAC01 DAC1PNO EDO400324511904 3a1ac0362baf315a6b806990d6242c16 PNOPR-DAC01 SUBES DAC1PNO400524521804 942c8b2b7ad87741e25dbcc5ce655c7b PNOPR-DAI01 CONDI01 D1ATPNO401224522004 PNOCT-DAI02 D1LTPNO EDO402024522104 PNOPR-DAI02 CONDI01 D1LTPNO402124512404 PNOCT-CAV01 CAV1PNO EDO403024512504 PNOPR-CAV01 CONDI01 CAV1PNO403124512604 PNOCT-CAV02 CAV2PNO EDO403424512704 PNOPR-CAV02 CONDI01 CAV2PNO403524512804 PNOCT-CAV03 CAV3PNO EDO403824512904 PNOPR-CAV03 CONDI01 CAV3PNO403924513004 PNOCT-CAV04 CAV4PNO EDO404224513104 PNOPR-CAV04 CONDI01 CAV4PNO4043    ""ec97c88ef166501f86503572a354b331""",En el sistema SP7 ya se eliminaron los puntos mencionados en la parte inferior. En el sistema de 8c0d39874f7284349b7a1ba8e5063e84 se quitaron de la base de datos pero hasta el dia de mañana se veran reflejados los puntos en tiempo real.,ADTR SP7 > SCADA,"Based on the email thread, here are the key points:

1. Context: This is about removing UTR (Remote Terminal Unit) and associated signals for SE-PNO UTR"
Ajuste a puntos calculados de SCADA de M1 y M2,"Buenas tardes, compañerosSolicito apoyo para ajustar los puntos calculados de SCADA para el M1 y M2 del mercado.A continuación, se enlistan los cambios:Altas M1:Calculado de ZCPunto para agregar04   PSE.CR-ZC 400 CABORCA     098a55dfb92d3c4d6064109b8cb9e88404HMOANT.T -02    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 402 HERMOSILLO  098a55dfb92d3c4d6064109b8cb9e88404HMOQRG.T -01    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404HMOOAS.CD-53040              098a55dfb92d3c4d6064109b8cb9e88404HMORIS.T -02    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404   MGN.LT-73Q10 GNH          098a55dfb92d3c4d6064109b8cb9e88404   SSD.UN-PTA   BRUTA         098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 404 OBREGON     098a55dfb92d3c4d6064109b8cb9e88404   MCO.LT-73G70 CCO          098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 406 LOS MOCHIS  46207cbdb7e1ce9f4a38367d863f611c -05    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404OBREFP.T -01    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 407 GUASAVE     098a55dfb92d3c4d6064109b8cb9e88404CULGML.T -03    115 34.5 X   098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 408 CULIACAN    098a55dfb92d3c4d6064109b8cb9e88404CULSLA.T -03    115 34.5 X   098a55dfb92d3c4d6064109b8cb9e88404CULCMI.T -02    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404CULNTO.T -03    110 34.5 X   098a55dfb92d3c4d6064109b8cb9e88404CULVDC.T -01    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 409 MAZATLAN    098a55dfb92d3c4d6064109b8cb9e88404CULMRN.T -02    115 13.8 X   098a55dfb92d3c4d6064109b8cb9e88404CULLCZ.T -01    110 34.5 X   098a55dfb92d3c4d6064109b8cb9e88404   MZD.T -12    115 4.16 X    098a55dfb92d3c4d6064109b8cb9e884 Bajas M1:Calculado de ZCPunto para dar de baja04   PSE.CR-ZC 404 OBREGON     098a55dfb92d3c4d6064109b8cb9e88404   COR.T -01    115 13.8      098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 406 LOS MOCHIS  098a55dfb92d3c4d6064109b8cb9e88404   EFU.LT-73260 PAD          098a55dfb92d3c4d6064109b8cb9e88404   CHO.LT-93H10 TBT          098a55dfb92d3c4d6064109b8cb9e88404   CHO.LT-93H20 TBT          098a55dfb92d3c4d6064109b8cb9e88404   PSE.CR-ZC 408 CULIACAN    098a55dfb92d3c4d6064109b8cb9e88404   SLA.T -03    115 34.5 X    098a55dfb92d3c4d6064109b8cb9e884 Altas M2:Calculado de ZCPunto para agregar04   PSE.CR-ZC CULIACAN        098a55dfb92d3c4d6064109b8cb9e88404   CCT.CR-UN-01 CUU          098a55dfb92d3c4d6064109b8cb9e884 Bajas M2:Calculado de ZCPunto para dar de baja04   PSE.CR-ZC CULIACAN        098a55dfb92d3c4d6064109b8cb9e88404CULCUU.UN-01    BRUTA        098a55dfb92d3c4d6064109b8cb9e884 Se anexa documento en Excel con los cambios requeridosQuedo en espera de sus comentariosSaludos ""ec97c88ef166501f86503572a354b331""",Se ajustaron los calculados en el sistema SP7 en base a la imagen que se encuentra en la parte inferior.,ADTR SP7 > SCADA,"Based on the content, this seems to be a request for updating SCADA calculated points for M1 and M2 markets. The key details are:

M1 Market Changes:"
